Date,USDEUR,Hour
11/09/2013,1.32775,2
12/09/2013,1.3316,2
13/09/2013,1.328,2
16/09/2013,1.33655,2
17/09/2013,1.3331,2
18/09/2013,1.33475,2
19/09/2013,1.35255,2
20/09/2013,1.35345,2
23/09/2013,1.3525,2
24/09/2013,1.3492,2
25/09/2013,1.3481,2
26/09/2013,1.3517,2
27/09/2013,1.3475,2
30/09/2013,1.3495,2
01/10/2013,1.352,2
02/10/2013,1.351,2
03/10/2013,1.35985,2
04/10/2013,1.3627,2
07/10/2013,1.3574,2
08/10/2013,1.35685,2
09/10/2013,1.357,2
10/10/2013,1.3509,2
11/10/2013,1.3535,2
14/10/2013,1.3563,2
15/10/2013,1.3559,2
16/10/2013,1.35105,2
17/10/2013,1.3542,2
18/10/2013,1.3665,2
21/10/2013,1.3674,2
22/10/2013,1.3667,2
23/10/2013,1.3783,2
24/10/2013,1.3786,2
25/10/2013,1.3794,2
28/10/2013,1.3814,2
29/10/2013,1.3786,2
30/10/2013,1.3736,2
31/10/2013,1.3737,2
01/11/2013,1.3545,2
04/11/2013,1.3492,2
05/11/2013,1.3504,2
06/11/2013,1.34695,2
07/11/2013,1.3514,2
08/11/2013,1.3414,2
11/11/2013,1.33565,2
12/11/2013,1.3396,2
13/11/2013,1.3439,2
14/11/2013,1.3475,2
15/11/2013,1.34615,2
18/11/2013,1.34865,2
19/11/2013,1.3519,2
20/11/2013,1.3549,2
21/11/2013,1.34225,2
22/11/2013,1.34715,2
25/11/2013,1.3543,2
26/11/2013,1.3539,2
27/11/2013,1.3561,2
28/11/2013,1.3572,2
29/11/2013,1.3616,2
02/12/2013,1.3605,2
03/12/2013,1.3537,2
04/12/2013,1.35945,2
05/12/2013,1.3586,2
06/12/2013,1.3667,2
09/12/2013,1.37075,2
10/12/2013,1.37425,2
11/12/2013,1.3755,2
12/12/2013,1.3783,2
13/12/2013,1.3749,2
16/12/2013,1.37515,2
17/12/2013,1.3761,2
18/12/2013,1.3768,2
19/12/2013,1.3674,2
20/12/2013,1.3638,2
23/12/2013,1.3685,2
24/12/2013,1.3686,2
25/12/2013,1.3668,2
26/12/2013,1.3674,2
27/12/2013,1.37135,2
30/12/2013,1.37445,2
31/12/2013,1.3807,2
01/01/2014,1.3746,2
02/01/2014,1.37635,2
03/01/2014,1.3656,2
06/01/2014,1.35825,2
07/01/2014,1.3625,2
08/01/2014,1.3627,2
09/01/2014,1.35785,2
10/01/2014,1.3609,2
13/01/2014,1.3665,2
14/01/2014,1.36575,2
15/01/2014,1.3639,2
16/01/2014,1.3619,2
17/01/2014,1.3613,2
20/01/2014,1.3528,2
21/01/2014,1.3552,2
22/01/2014,1.357,2
23/01/2014,1.35405,2
24/01/2014,1.36825,2
27/01/2014,1.36825,2
28/01/2014,1.3669,2
29/01/2014,1.366,2
30/01/2014,1.36475,2
31/01/2014,1.3556,2
03/02/2014,1.3485,2
04/02/2014,1.35165,2
05/02/2014,1.3524,2
06/02/2014,1.35325,2
07/02/2014,1.3595,2
10/02/2014,1.36255,2
11/02/2014,1.36655,2
12/02/2014,1.36345,2
13/02/2014,1.36065,2
14/02/2014,1.368,2
17/02/2014,1.3723,2
18/02/2014,1.37025,2
19/02/2014,1.377,2
20/02/2014,1.3743,2
21/02/2014,1.37175,2
24/02/2014,1.3731,2
25/02/2014,1.3732,2
26/02/2014,1.3744,2
27/02/2014,1.36935,2
28/02/2014,1.37135,2
03/03/2014,1.3778,2
04/03/2014,1.3724,2
05/03/2014,1.37375,2
06/03/2014,1.373,2
07/03/2014,1.386,2
10/03/2014,1.38815,2
11/03/2014,1.3872,2
12/03/2014,1.38635,2
13/03/2014,1.39035,2
14/03/2014,1.38665,2
17/03/2014,1.39075,2
18/03/2014,1.3932,2
19/03/2014,1.393,2
20/03/2014,1.3828,2
21/03/2014,1.37825,2
24/03/2014,1.379,2
25/03/2014,1.38345,2
26/03/2014,1.3816,2
27/03/2014,1.37865,2
28/03/2014,1.3745,2
31/03/2014,1.3753,2
01/04/2014,1.37715,2
02/04/2014,1.38045,2
03/04/2014,1.3764,2
04/04/2014,1.3714,2
07/04/2014,1.3703,2
08/04/2014,1.37445,2
09/04/2014,1.3791,2
10/04/2014,1.38535,2
11/04/2014,1.3897,2
14/04/2014,1.3852,2
15/04/2014,1.3817,2
16/04/2014,1.3813,2
17/04/2014,1.3836,2
18/04/2014,1.3813,2
21/04/2014,1.38105,2
22/04/2014,1.3793,2
23/04/2014,1.3809,2
24/04/2014,1.3821,2
25/04/2014,1.3833,2
28/04/2014,1.3824,2
29/04/2014,1.38595,2
30/04/2014,1.3808,2
01/05/2014,1.387,2
02/05/2014,1.386,2
05/05/2014,1.387,2
06/05/2014,1.3876,2
07/05/2014,1.39285,2
08/05/2014,1.3908,2
09/05/2014,1.3838,2
12/05/2014,1.3755,2
13/05/2014,1.3761,2
14/05/2014,1.37075,2
15/05/2014,1.37185,2
16/05/2014,1.3717,2
19/05/2014,1.3703,2
20/05/2014,1.37105,2
21/05/2014,1.3702,2
22/05/2014,1.3681,2
23/05/2014,1.3648,2
26/05/2014,1.3619,2
27/05/2014,1.36635,2
28/05/2014,1.3635,2
29/05/2014,1.3598,2
30/05/2014,1.3606,2
02/06/2014,1.3625,2
03/06/2014,1.3602,2
04/06/2014,1.3617,2
05/06/2014,1.3597,2
06/06/2014,1.3663,2
09/06/2014,1.3643,2
10/06/2014,1.35905,2
11/06/2014,1.3525,2
12/06/2014,1.3543,2
13/06/2014,1.356,2
16/06/2014,1.3537,2
17/06/2014,1.356,2
18/06/2014,1.3548,2
19/06/2014,1.35855,2
20/06/2014,1.3618,2
23/06/2014,1.3594,2
24/06/2014,1.3599,2
25/06/2014,1.3603,2
26/06/2014,1.363,2
27/06/2014,1.3617,2
30/06/2014,1.36465,2
01/07/2014,1.36925,2
02/07/2014,1.3677,2
03/07/2014,1.3656,2
04/07/2014,1.3606,2
07/07/2014,1.3583,2
08/07/2014,1.3606,2
09/07/2014,1.3614,2
10/07/2014,1.3647,2
11/07/2014,1.3598,2
14/07/2014,1.3601,2
15/07/2014,1.36245,2
16/07/2014,1.3568,2
17/07/2014,1.3531,2
18/07/2014,1.3521,2
21/07/2014,1.35315,2
22/07/2014,1.3526,2
23/07/2014,1.3463,2
24/07/2014,1.3461,2
25/07/2014,1.3465,2
28/07/2014,1.34305,2
29/07/2014,1.3439,2
30/07/2014,1.3414,2
31/07/2014,1.33965,2
01/08/2014,1.33875,2
04/08/2014,1.3418,2
05/08/2014,1.34165,2
06/08/2014,1.3366,2
07/08/2014,1.33905,2
08/08/2014,1.33485,2
11/08/2014,1.34,2
12/08/2014,1.3373,2
13/08/2014,1.3366,2
14/08/2014,1.33585,2
15/08/2014,1.3361,2
18/08/2014,1.33945,2
19/08/2014,1.336,2
20/08/2014,1.3317,2
21/08/2014,1.32495,2
22/08/2014,1.3277,2
25/08/2014,1.32,2
26/08/2014,1.3199,2
27/08/2014,1.3162,2
28/08/2014,1.32145,2
29/08/2014,1.3184,2
01/09/2014,1.3125,2
02/09/2014,1.3119,2
03/09/2014,1.31305,2
04/09/2014,1.3145,2
05/09/2014,1.2937,2
08/09/2014,1.2955,2
09/09/2014,1.2893,2
10/09/2014,1.29395,2
11/09/2014,1.2911,2
12/09/2014,1.29215,2
15/09/2014,1.2965,2
16/09/2014,1.2953,2
17/09/2014,1.29525,2
18/09/2014,1.2865,2
19/09/2014,1.2911,2
22/09/2014,1.28515,2
23/09/2014,1.2853,2
24/09/2014,1.28535,2
25/09/2014,1.2783,2
26/09/2014,1.2752,2
29/09/2014,1.26805,2
30/09/2014,1.26845,2
01/10/2014,1.26155,2
02/10/2014,1.26225,2
03/10/2014,1.2657,2
06/10/2014,1.2516,2
07/10/2014,1.26175,2
08/10/2014,1.2649,2
09/10/2014,1.2735,2
10/10/2014,1.27075,2
13/10/2014,1.2687,2
14/10/2014,1.27285,2
15/10/2014,1.26385,2
16/10/2014,1.2831,2
17/10/2014,1.2804,2
20/10/2014,1.27625,2
21/10/2014,1.2792,2
22/10/2014,1.27245,2
23/10/2014,1.26345,2
24/10/2014,1.2659,2
27/10/2014,1.26995,2
28/10/2014,1.2711,2
29/10/2014,1.27385,2
30/10/2014,1.2625,2
31/10/2014,1.26,2
03/11/2014,1.24665,2
04/11/2014,1.24995,2
05/11/2014,1.2557,2
06/11/2014,1.24855,2
07/11/2014,1.238,2
10/11/2014,1.2473,2
11/11/2014,1.2434,2
12/11/2014,1.2462,2
13/11/2014,1.2448,2
14/11/2014,1.2466,2
17/11/2014,1.2543,2
18/11/2014,1.2468,2
19/11/2014,1.25245,2
20/11/2014,1.25385,2
21/11/2014,1.2561,2
24/11/2014,1.2386,2
25/11/2014,1.2434,2
26/11/2014,1.2472,2
27/11/2014,1.24965,2
28/11/2014,1.2461,2
01/12/2014,1.2443,2
02/12/2014,1.24665,2
03/12/2014,1.2388,2
04/12/2014,1.23155,2
05/12/2014,1.2376,2
08/12/2014,1.2295,2
09/12/2014,1.2307,2
10/12/2014,1.2365,2
11/12/2014,1.24515,2
12/12/2014,1.23955,2
15/12/2014,1.2454,2
16/12/2014,1.24435,2
17/12/2014,1.2505,2
18/12/2014,1.2339,2
19/12/2014,1.2285,2
22/12/2014,1.2237,2
23/12/2014,1.22285,2
24/12/2014,1.2179,2
25/12/2014,1.2208,2
26/12/2014,1.22185,2
29/12/2014,1.2186,2
30/12/2014,1.215,2
31/12/2014,1.21685,2
01/01/2015,1.20985,2
02/01/2015,1.2068,2
05/01/2015,1.1955,2
06/01/2015,1.1941,2
07/01/2015,1.18775,2
08/01/2015,1.18265,2
09/01/2015,1.18005,2
12/01/2015,1.18575,2
13/01/2015,1.18455,2
14/01/2015,1.17735,2
15/01/2015,1.17765,2
16/01/2015,1.16275,2
19/01/2015,1.15705,2
20/01/2015,1.15885,2
21/01/2015,1.1562,2
22/01/2015,1.15985,2
23/01/2015,1.13615,2
26/01/2015,1.1169,2
27/01/2015,1.12495,2
28/01/2015,1.13355,2
29/01/2015,1.12865,2
30/01/2015,1.13335,2
02/02/2015,1.13135,2
03/02/2015,1.13475,2
04/02/2015,1.1466,2
05/02/2015,1.1343,2
06/02/2015,1.14635,2
09/02/2015,1.133,2
10/02/2015,1.13285,2
11/02/2015,1.1329,2
12/02/2015,1.13185,2
13/02/2015,1.13995,2
16/02/2015,1.1409,2
17/02/2015,1.13375,2
18/02/2015,1.13995,2
19/02/2015,1.14165,2
20/02/2015,1.1369,2
23/02/2015,1.1378,2
24/02/2015,1.13405,2
25/02/2015,1.1345,2
26/02/2015,1.13655,2
27/02/2015,1.12045,2
02/03/2015,1.1173,2
03/03/2015,1.11935,2
04/03/2015,1.1179,2
05/03/2015,1.1072,2
06/03/2015,1.10265,2
09/03/2015,1.0841,2
10/03/2015,1.0831,2
11/03/2015,1.07045,2
12/03/2015,1.05325,2
13/03/2015,1.0609,2
16/03/2015,1.0527,2
17/03/2015,1.05595,2
18/03/2015,1.0608,2
19/03/2015,1.08465,2
20/03/2015,1.0694,2
23/03/2015,1.08075,2
24/03/2015,1.09285,2
25/03/2015,1.09295,2
26/03/2015,1.09695,2
27/03/2015,1.0877,2
30/03/2015,1.0878,2
31/03/2015,1.08285,2
01/04/2015,1.07785,2
02/04/2015,1.07575,2
03/04/2015,1.0869,2
06/04/2015,1.0979,2
07/04/2015,1.09405,2
08/04/2015,1.08305,2
09/04/2015,1.0772,2
10/04/2015,1.0682,2
13/04/2015,1.061,2
14/04/2015,1.05745,2
15/04/2015,1.06295,2
16/04/2015,1.0716,2
17/04/2015,1.0763,2
20/04/2015,1.0794,2
21/04/2015,1.07215,2
22/04/2015,1.0722,2
23/04/2015,1.06985,2
24/04/2015,1.0812,2
27/04/2015,1.0862,2
28/04/2015,1.08765,2
29/04/2015,1.0971,2
30/04/2015,1.1126,2
01/05/2015,1.12085,2
04/05/2015,1.1196,2
05/05/2015,1.11405,2
06/05/2015,1.11945,2
07/05/2015,1.13295,2
08/05/2015,1.12425,2
11/05/2015,1.11595,2
12/05/2015,1.1148,2
13/05/2015,1.12205,2
14/05/2015,1.13555,2
15/05/2015,1.14065,2
18/05/2015,1.14215,2
19/05/2015,1.1295,2
20/05/2015,1.11405,2
21/05/2015,1.1114,2
22/05/2015,1.11255,2
25/05/2015,1.098,2
26/05/2015,1.09385,2
27/05/2015,1.0868,2
28/05/2015,1.0912,2
29/05/2015,1.09605,2
01/06/2015,1.0942,2
02/06/2015,1.09265,2
03/06/2015,1.11745,2
04/06/2015,1.1259,2
05/06/2015,1.121,2
08/06/2015,1.10985,2
09/06/2015,1.13205,2
10/06/2015,1.12895,2
11/06/2015,1.1286,2
12/06/2015,1.1254,2
15/06/2015,1.1205,2
16/06/2015,1.12745,2
17/06/2015,1.1257,2
18/06/2015,1.13545,2
19/06/2015,1.13735,2
22/06/2015,1.1375,2
23/06/2015,1.13215,2
24/06/2015,1.1167,2
25/06/2015,1.1202,2
26/06/2015,1.11855,2
29/06/2015,1.1006,2
30/06/2015,1.1194,2
01/07/2015,1.1141,2
02/07/2015,1.10495,2
03/07/2015,1.10875,2
06/07/2015,1.1042,2
07/07/2015,1.1039,2
08/07/2015,1.09905,2
09/07/2015,1.107,2
10/07/2015,1.1084,2
13/07/2015,1.11235,2
14/07/2015,1.1001,2
15/07/2015,1.1003,2
16/07/2015,1.09235,2
17/07/2015,1.08915,2
20/07/2015,1.08225,2
21/07/2015,1.08215,2
22/07/2015,1.09385,2
23/07/2015,1.09445,2
24/07/2015,1.09795,2
27/07/2015,1.09945,2
28/07/2015,1.10925,2
29/07/2015,1.1081,2
30/07/2015,1.09705,2
31/07/2015,1.09395,2
03/08/2015,1.09735,2
04/08/2015,1.09395,2
05/08/2015,1.08625,2
06/08/2015,1.09075,2
07/08/2015,1.09255,2
10/08/2015,1.0973,2
11/08/2015,1.0982,2
12/08/2015,1.10585,2
13/08/2015,1.11385,2
14/08/2015,1.1141,2
17/08/2015,1.10975,2
18/08/2015,1.1077,2
19/08/2015,1.10385,2
20/08/2015,1.1134,2
21/08/2015,1.1244,2
24/08/2015,1.14285,2
25/08/2015,1.1536,2
26/08/2015,1.1524,2
27/08/2015,1.1326,2
28/08/2015,1.1247,2
31/08/2015,1.12305,2
01/09/2015,1.1258,2
02/09/2015,1.1266,2
03/09/2015,1.1222,2
04/09/2015,1.1126,2
07/09/2015,1.1154,2
08/09/2015,1.11625,2
09/09/2015,1.11975,2
10/09/2015,1.1216,2
11/09/2015,1.128,2
14/09/2015,1.1345,2
15/09/2015,1.13125,2
16/09/2015,1.1285,2
17/09/2015,1.13065,2
18/09/2015,1.1401,2
21/09/2015,1.13045,2
22/09/2015,1.1202,2
23/09/2015,1.1124,2
24/09/2015,1.1167,2
25/09/2015,1.118,2
28/09/2015,1.1185,2
29/09/2015,1.1258,2
30/09/2015,1.12495,2
01/10/2015,1.1159,2
02/10/2015,1.11975,2
05/10/2015,1.1244,2
06/10/2015,1.11885,2
07/10/2015,1.127,2
08/10/2015,1.1251,2
09/10/2015,1.1275,2
12/10/2015,1.1368,2
13/10/2015,1.13505,2
14/10/2015,1.1393,2
15/10/2015,1.14705,2
16/10/2015,1.1367,2
19/10/2015,1.1374,2
20/10/2015,1.1333,2
21/10/2015,1.1359,2
22/10/2015,1.13435,2
23/10/2015,1.11045,2
26/10/2015,1.1025,2
27/10/2015,1.10475,2
28/10/2015,1.103,2
29/10/2015,1.09165,2
30/10/2015,1.0979,2
02/11/2015,1.1033,2
03/11/2015,1.10105,2
04/11/2015,1.09475,2
05/11/2015,1.08685,2
06/11/2015,1.08855,2
09/11/2015,1.0748,2
10/11/2015,1.07485,2
11/11/2015,1.07465,2
12/11/2015,1.07725,2
13/11/2015,1.07875,2
16/11/2015,1.07115,2
17/11/2015,1.06655,2
18/11/2015,1.06345,2
19/11/2015,1.07035,2
20/11/2015,1.0719,2
23/11/2015,1.0615,2
24/11/2015,1.06395,2
25/11/2015,1.06625,2
26/11/2015,1.06185,2
27/11/2015,1.06075,2
30/11/2015,1.058,2
01/12/2015,1.05775,2
02/12/2015,1.06215,2
03/12/2015,1.06015,2
04/12/2015,1.09095,2
07/12/2015,1.0869,2
08/12/2015,1.08455,2
09/12/2015,1.08985,2
10/12/2015,1.1007,2
11/12/2015,1.09305,2
14/12/2015,1.09715,2
15/12/2015,1.10115,2
16/12/2015,1.0943,2
17/12/2015,1.08505,2
18/12/2015,1.0833,2
21/12/2015,1.0872,2
22/12/2015,1.0917,2
23/12/2015,1.09415,2
24/12/2015,1.0916,2
25/12/2015,1.09535,2
28/12/2015,1.0971,2
29/12/2015,1.09805,2
30/12/2015,1.0921,2
31/12/2015,1.09235,2
01/01/2016,1.086,2
04/01/2016,1.0861,2
05/01/2016,1.0825,2
06/01/2016,1.07595,2
07/01/2016,1.0803,2
08/01/2016,1.08845,2
11/01/2016,1.0938,2
12/01/2016,1.08545,2
13/01/2016,1.0824,2
14/01/2016,1.08815,2
15/01/2016,1.0872,2
18/01/2016,1.08985,2
19/01/2016,1.0887,2
20/01/2016,1.09235,2
21/01/2016,1.0871,2
22/01/2016,1.0851,2
25/01/2016,1.0805,2
26/01/2016,1.085,2
27/01/2016,1.08565,2
28/01/2016,1.08865,2
29/01/2016,1.0937,2
01/02/2016,1.08345,2
02/02/2016,1.0899,2
03/02/2016,1.0927,2
04/02/2016,1.10875,2
05/02/2016,1.1196,2
08/02/2016,1.1144,2
09/02/2016,1.1209,2
10/02/2016,1.1301,2
11/02/2016,1.12995,2
12/02/2016,1.13025,2
15/02/2016,1.1223,2
16/02/2016,1.1176,2
17/02/2016,1.1131,2
18/02/2016,1.1134,2
19/02/2016,1.1121,2
22/02/2016,1.1116,2
23/02/2016,1.1043,2
24/02/2016,1.10015,2
25/02/2016,1.1026,2
26/02/2016,1.1051,2
29/02/2016,1.0931,2
01/03/2016,1.08845,2
02/03/2016,1.0867,2
03/03/2016,1.0872,2
04/03/2016,1.0944,2
07/03/2016,1.0987,2
08/03/2016,1.102,2
09/03/2016,1.0983,2
10/03/2016,1.0983,2
11/03/2016,1.1183,2
14/03/2016,1.1153,2
15/03/2016,1.1109,2
16/03/2016,1.1104,2
17/03/2016,1.1213,2
18/03/2016,1.1326,2
21/03/2016,1.1282,2
22/03/2016,1.1238,2
23/03/2016,1.1214,2
24/03/2016,1.117,2
25/03/2016,1.1158,2
28/03/2016,1.1155,2
29/03/2016,1.1193,2
30/03/2016,1.1288,2
31/03/2016,1.1321,2
01/04/2016,1.1373,2
04/04/2016,1.1406,2
05/04/2016,1.1401,2
06/04/2016,1.1372,2
07/04/2016,1.1398,2
08/04/2016,1.1361,2
11/04/2016,1.1412,2
12/04/2016,1.141,2
13/04/2016,1.1371,2
14/04/2016,1.1263,2
15/04/2016,1.1259,2
18/04/2016,1.12935,2
19/04/2016,1.132,2
20/04/2016,1.1367,2
21/04/2016,1.1297,2
22/04/2016,1.1301,2
25/04/2016,1.1239,2
26/04/2016,1.1268,2
27/04/2016,1.13015,2
28/04/2016,1.1304,2
29/04/2016,1.1383,2
02/05/2016,1.14745,2
03/05/2016,1.1536,2
04/05/2016,1.1488,2
05/05/2016,1.1485,2
06/05/2016,1.1401,2
09/05/2016,1.1403,2
10/05/2016,1.1381,2
11/05/2016,1.1386,2
12/05/2016,1.1427,2
13/05/2016,1.1371,2
16/05/2016,1.1311,2
17/05/2016,1.13155,2
18/05/2016,1.12915,2
19/05/2016,1.1226,2
20/05/2016,1.1206,2
23/05/2016,1.12305,2
24/05/2016,1.1208,2
25/05/2016,1.1145,2
26/05/2016,1.11695,2
27/05/2016,1.1191,2
30/05/2016,1.1105,2
31/05/2016,1.1146,2
01/06/2016,1.11175,2
02/06/2016,1.1192,2
03/06/2016,1.1149,2
06/06/2016,1.1348,2
07/06/2016,1.1352,2
08/06/2016,1.137,2
09/06/2016,1.1412,2
10/06/2016,1.13,2
13/06/2016,1.12415,2
14/06/2016,1.1295,2
15/06/2016,1.1199,2
16/06/2016,1.1259,2
17/06/2016,1.1256,2
20/06/2016,1.13515,2
21/06/2016,1.13385,2
22/06/2016,1.1248,2
23/06/2016,1.13285,2
24/06/2016,1.1265,2
27/06/2016,1.0999,2
28/06/2016,1.10455,2
29/06/2016,1.1052,2
30/06/2016,1.1108,2
01/07/2016,1.1104,2
04/07/2016,1.1135,2
05/07/2016,1.11275,2
06/07/2016,1.1043,2
07/07/2016,1.1085,2
08/07/2016,1.1076,2
11/07/2016,1.1045,2
12/07/2016,1.1077,2
13/07/2016,1.1062,2
14/07/2016,1.111,2
15/07/2016,1.1114,2
18/07/2016,1.1069,2
19/07/2016,1.1068,2
20/07/2016,1.1015,2
21/07/2016,1.1025,2
09/11/2010,1.3886,3
10/11/2010,1.37485,3
11/11/2010,1.38055,3
12/11/2010,1.36225,3
15/11/2010,1.3719,3
16/11/2010,1.3617,3
17/11/2010,1.35,3
18/11/2010,1.3562,3
19/11/2010,1.3636,3
22/11/2010,1.3753,3
23/11/2010,1.35695,3
24/11/2010,1.34055,3
25/11/2010,1.3322,3
26/11/2010,1.33275,3
29/11/2010,1.3231,3
30/11/2010,1.3128,3
01/12/2010,1.3,3
02/12/2010,1.311,3
03/12/2010,1.31955,3
06/12/2010,1.3344,3
07/12/2010,1.3327,3
08/12/2010,1.3226,3
09/12/2010,1.3307,3
10/12/2010,1.3244,3
13/12/2010,1.31905,3
14/12/2010,1.3396,3
15/12/2010,1.33425,3
16/12/2010,1.3218,3
17/12/2010,1.3279,3
20/12/2010,1.3159,3
21/12/2010,1.3177,3
22/12/2010,1.3126,3
23/12/2010,1.3111,3
24/12/2010,1.31295,3
27/12/2010,1.31175,3
28/12/2010,1.32305,3
29/12/2010,1.3132,3
30/12/2010,1.3228,3
31/12/2010,1.3292,3
03/01/2011,1.3282,3
04/01/2011,1.33575,3
05/01/2011,1.3279,3
06/01/2011,1.3133,3
07/01/2011,1.301,3
10/01/2011,1.29185,3
11/01/2011,1.2953,3
12/01/2011,1.3005,3
13/01/2011,1.3103,3
14/01/2011,1.3329,3
17/01/2011,1.3335,3
18/01/2011,1.32675,3
19/01/2011,1.344,3
20/01/2011,1.3443,3
21/01/2011,1.3489,3
24/01/2011,1.36045,3
25/01/2011,1.3663,3
26/01/2011,1.3684,3
27/01/2011,1.3705,3
28/01/2011,1.37075,3
31/01/2011,1.36075,3
01/02/2011,1.3717,3
02/02/2011,1.3842,3
03/02/2011,1.3807,3
04/02/2011,1.364,3
07/02/2011,1.362,3
08/02/2011,1.3615,3
09/02/2011,1.3635,3
10/02/2011,1.3714,3
11/02/2011,1.3588,3
14/02/2011,1.3546,3
15/02/2011,1.35155,3
16/02/2011,1.35325,3
17/02/2011,1.35925,3
18/02/2011,1.3597,3
21/02/2011,1.3684,3
22/02/2011,1.3593,3
23/02/2011,1.3704,3
24/02/2011,1.3779,3
25/02/2011,1.3827,3
28/02/2011,1.3743,3
01/03/2011,1.38155,3
02/03/2011,1.3755,3
03/03/2011,1.3857,3
04/03/2011,1.3954,3
07/03/2011,1.39735,3
08/03/2011,1.39765,3
09/03/2011,1.3884,3
10/03/2011,1.3914,3
11/03/2011,1.3826,3
14/03/2011,1.3932,3
15/03/2011,1.3945,3
16/03/2011,1.39635,3
17/03/2011,1.3921,3
18/03/2011,1.4067,3
21/03/2011,1.4178,3
22/03/2011,1.4226,3
23/03/2011,1.4169,3
24/03/2011,1.40825,3
25/03/2011,1.41705,3
28/03/2011,1.40625,3
29/03/2011,1.4076,3
30/03/2011,1.40855,3
31/03/2011,1.4145,3
01/04/2011,1.41595,3
04/04/2011,1.4227,3
05/04/2011,1.41975,3
06/04/2011,1.4258,3
07/04/2011,1.4304,3
08/04/2011,1.43625,3
11/04/2011,1.44665,3
12/04/2011,1.4408,3
13/04/2011,1.44755,3
14/04/2011,1.4448,3
15/04/2011,1.44695,3
18/04/2011,1.4386,3
19/04/2011,1.42225,3
20/04/2011,1.43975,3
21/04/2011,1.45725,3
22/04/2011,1.45495,3
25/04/2011,1.4546,3
26/04/2011,1.45285,3
27/04/2011,1.46745,3
28/04/2011,1.48725,3
29/04/2011,1.4825,3
02/05/2011,1.47865,3
03/05/2011,1.4807,3
04/05/2011,1.47915,3
05/05/2011,1.4839,3
06/05/2011,1.4564,3
09/05/2011,1.4394,3
10/05/2011,1.4333,3
11/05/2011,1.43905,3
12/05/2011,1.4233,3
13/05/2011,1.4207,3
16/05/2011,1.4094,3
17/05/2011,1.4145,3
18/05/2011,1.42685,3
19/05/2011,1.42965,3
20/05/2011,1.43115,3
23/05/2011,1.4085,3
24/05/2011,1.40385,3
25/05/2011,1.40515,3
26/05/2011,1.41595,3
27/05/2011,1.41905,3
30/05/2011,1.4287,3
31/05/2011,1.43845,3
01/06/2011,1.44185,3
02/06/2011,1.43565,3
03/06/2011,1.44855,3
06/06/2011,1.4641,3
07/06/2011,1.4585,3
08/06/2011,1.4654,3
09/06/2011,1.4625,3
10/06/2011,1.4529,3
13/06/2011,1.4348,3
14/06/2011,1.44245,3
15/06/2011,1.4411,3
16/06/2011,1.4191,3
17/06/2011,1.4177,3
20/06/2011,1.4274,3
21/06/2011,1.4332,3
22/06/2011,1.4371,3
23/06/2011,1.4311,3
24/06/2011,1.4252,3
27/06/2011,1.41285,3
28/06/2011,1.4304,3
29/06/2011,1.4349,3
30/06/2011,1.44975,3
01/07/2011,1.44985,3
04/07/2011,1.4557,3
05/07/2011,1.44865,3
06/07/2011,1.44545,3
07/07/2011,1.434,3
08/07/2011,1.43525,3
11/07/2011,1.421,3
12/07/2011,1.39485,3
13/07/2011,1.39945,3
14/07/2011,1.42295,3
15/07/2011,1.4182,3
18/07/2011,1.4075,3
19/07/2011,1.41245,3
20/07/2011,1.41555,3
21/07/2011,1.42475,3
22/07/2011,1.439,3
25/07/2011,1.43845,3
26/07/2011,1.44705,3
27/07/2011,1.45055,3
28/07/2011,1.43475,3
29/07/2011,1.43255,3
01/08/2011,1.43845,3
02/08/2011,1.42675,3
03/08/2011,1.41815,3
04/08/2011,1.4304,3
05/08/2011,1.4118,3
08/08/2011,1.43245,3
09/08/2011,1.4226,3
10/08/2011,1.43525,3
11/08/2011,1.42185,3
12/08/2011,1.4204,3
15/08/2011,1.4315,3
16/08/2011,1.4429,3
17/08/2011,1.4392,3
18/08/2011,1.43965,3
19/08/2011,1.4328,3
22/08/2011,1.4373,3
23/08/2011,1.43835,3
24/08/2011,1.43955,3
25/08/2011,1.43995,3
26/08/2011,1.4403,3
29/08/2011,1.4489,3
30/08/2011,1.4522,3
31/08/2011,1.44365,3
01/09/2011,1.43745,3
02/09/2011,1.42615,3
05/09/2011,1.41695,3
06/09/2011,1.40795,3
07/09/2011,1.40275,3
08/09/2011,1.40615,3
09/09/2011,1.3934,3
12/09/2011,1.3593,3
13/09/2011,1.3677,3
14/09/2011,1.36495,3
15/09/2011,1.3728,3
16/09/2011,1.38515,3
19/09/2011,1.3664,3
20/09/2011,1.3615,3
21/09/2011,1.37145,3
22/09/2011,1.35375,3
23/09/2011,1.3535,3
26/09/2011,1.3429,3
27/09/2011,1.3547,3
28/09/2011,1.35755,3
29/09/2011,1.35675,3
30/09/2011,1.35395,3
03/10/2011,1.3334,3
04/10/2011,1.3203,3
05/10/2011,1.32935,3
06/10/2011,1.33265,3
07/10/2011,1.34255,3
10/10/2011,1.3441,3
11/10/2011,1.36245,3
12/10/2011,1.36085,3
13/10/2011,1.37835,3
14/10/2011,1.3751,3
17/10/2011,1.38525,3
18/10/2011,1.37695,3
19/10/2011,1.37765,3
20/10/2011,1.3733,3
21/10/2011,1.3781,3
24/10/2011,1.3878,3
25/10/2011,1.39045,3
26/10/2011,1.39225,3
27/10/2011,1.39565,3
28/10/2011,1.4169,3
31/10/2011,1.4047,3
